,link,regularPrice,promoPrice,availability,categories,rate,numberOfReviews,gender
94,"https://www.rossmann.pl/Produkt/Serum/Lirene-Acid-Power-serum-wygladzajace-do-twarzy-kazdy-rodzaj-cery-30-ml,378805,9225","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
95,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-z-kwasem-traneksamowym-2-5-30-ml,370199,9225","31,99 zł","22,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
96,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Acid-Power-wypelniajacy-krem-przeciwzmarszczkowy-na-dzien-i-na-noc-kazdy-rodzaj-cery-50-ml,378794,9223","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
97,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-SPF-30-30-ml,370204,9225","31,99 zł","22,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
98,"https://www.rossmann.pl/Produkt/Serum/Lirene-Acid-Power-serum-nawilzajace-z-kwasem-hialuronowym-cera-sucha-i-naczynkowa-hydrolatem-z-bla,378800,9225","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
99,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-z-kwasem-poliglutaminowym-1-30-ml,370201,9225","31,99 zł","22,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
100,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Acid-Power-nawilzajacy-krem-wygladzajacy-na-dzien-i-na-noc-cera-sucha-i-naczynkowa-z-hydr,378793,9223","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
101,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-z-kwasem-hialuronowym-2-30-ml,370191,9225","27,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
102,"https://www.rossmann.pl/Produkt/Serum/Lirene-Acid-Power-serum-zluszczajace-z-hydrolatem-grejpfrutowym-ceraz-przebarwieniami-i-tradzikowa-,381435,9225","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
103,"https://www.rossmann.pl/Produkt/Serum/ME-serum-do-twarzy-niacynamid-10-i-cynk-1-5-30-ml,370197,9225","27,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
104,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Lirene-Acid-Power-rewitalizujacy-krem-wyrownujacy-koloryt-na-dzien-i-na-noc-cera-z-przebarwieniami,381434,9223","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
105,"https://www.rossmann.pl/Produkt/Serum/Isana-Vitamin-Booster-ampulki-z-retinolem-witamina-C-i-witamina-E-7x2-ml,317776,9225","31,99 zł","22,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
106,"https://www.rossmann.pl/Produkt/Serum/Isana-ampulki-z-prowitamina-B5-7x2-ml,377724,9225","23,99 zł","16,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
107,"https://www.rossmann.pl/Produkt/Serum/Isana-Hyaluron-Booster-ampulki-koncentrat-nawilzajacy-7x2-ml,180073,9225","23,99 zł","16,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
108,"https://www.rossmann.pl/Produkt/Serum/Isana-Q10-ampulki-koncentrat-przeciwzmarszczkowy-72-ml,188189,9225","23,99 zł","16,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
109,"https://www.rossmann.pl/Produkt/Serum/Isana-Q10-przeciwzmarszczkowe-kapsulki-pielegnacyjne-z-kompleksem-anti-age-7-szt,194846,9225","9,49 zł","6,69 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
110,"https://www.rossmann.pl/Produkt/Serum/Isana-Night-Beauty-kapsulki-z-retinolem-do-twarzy-1-szt,393647,9225","9,49 zł","6,69 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
111,"https://www.rossmann.pl/Produkt/Serum/Alterra-booster-hialuronowy-15-ml,340617,9225","18,99 zł","13,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
112,"https://www.rossmann.pl/Produkt/Serum/Alterra-serum-z-witaminami-triple-vitamin-booster-15-ml,340618,9225","18,99 zł","13,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
113,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Ekspert-Wieku-40-przeciwzmarszczkowy-krem-wygladzajacy-na-dzien-50-ml,223563,9223","29,99 zł","16,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,5.0,(6 Opinii),kobieta 
114,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/LOreal-Paris-Ekspert-Wieku-40-przeciwzmarszczkowy-krem-wygladzajacy-na-noc-50-ml,223564,9223","29,99 zł","16,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,5.0,(6 Opinii),kobieta 
115,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/beBIO-Ewa-Chodakowska-naturalny-krem-do-twarzy-50-odzywczy-na-dzien-i-na-noc-50-ml,382364,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
116,"https://www.rossmann.pl/Produkt/Serum/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowe-serum-aktywnie-rewitalizujace-na-dzien-i-na-noc-30-m,372615,9225","29,99 zł","21,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
117,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/beBIO-Ewa-Chodakowska-naturalny-krem-do-twarzy-50-wygladzajacy-na-dzien-50-ml,382367,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
118,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Bielenda-Royal-Bee-Elixir-silnie-ujedrniajacy-krem-przeciwzmarszczkowy-pod-oczy-15-ml,372614,9224","20,99 zł","14,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
119,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/beBIO-Ewa-Chodakowska-naturalny-krem-do-twarzy-50-ujedrniajacy-na-noc-50-ml,382368,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
120,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Bielenda-Royal-Bee-Elixir-przeciwzmarszczkowy-krem-silnie-nawilzajacy-na-dzien-i-na-noc-40-50-ml,372604,9223","27,49 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
121,"https://www.rossmann.pl/Produkt/Serum/Ava-Laboratorium-Stymulator-Odnowy-Skory-serum-do-twarzy-z-eliksirem-mlodosci-30-ml,379369,9225","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
122,"https://www.rossmann.pl/Produkt/Serum/Ava-Laboratorium-Stymulator-Odnowy-Skory-koncentrat-wypelniajacy-zmarszczki-50-30-ml,379373,9225","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
123,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Ava-Laboratorium-Stymulator-Odnowy-Skory-krem-pod-oczy-korygujacy-zmarszczki-15-ml,379366,9224","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
124,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Ava-Laboratorium-Stymulator-Odnowy-Skory-krem-do-twarzy-na-dzien-i-na-noc-efekt-liftingu-i-wygladz,379363,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
125,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-rozswietlajacy-pod-oczy-i-na-powieki-na-dzien-i-,297440,9224","25,99 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
126,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Ava-Laboratorium-Stymulator-Odnowy-Skory-krem-do-twarzy-na-dzien-i-na-noc-efekt-redukcji-zmarszcze,379364,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
127,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-aktywnie-wygladzajacy-na-dzien-i-na-noc-kazdy-r,297432,9223","25,99 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
128,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Ava-Laboratorium-Stymulator-Odnowy-Skory-krem-do-twarzy-na-dzien-i-na-noc-efekt-intensywnej-regene,379365,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
129,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Eveline-Cosmetics-Royal-Snail-skoncentrowany-krem-przeciwzmarszczkowy-na-dzien-i-na-noc-kazdy-rod,297433,9223","25,99 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,4.5,(32 Opinie),kobieta 
130,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Efektima-Tremella-przeciwzmarszczkowy-krem-pod-oczy-na-dzien-i-noc-50-15-ml,378889,9224","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
131,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Efektima-Tremella-krem-na-dzien-i-na-noc-nawilzenie-i-odzywienie-50-50-ml,378880,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
132,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Efektima-Tremella-krem-na-dzien-i-noc-wygladzenie-i-regeneracja-50-50-ml,378882,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
133,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Efektima-Tremella-przeciwzmarszczkowy-krem-na-dzien-i-na-noc-50-50-ml,378884,9223","25,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
134,"https://www.rossmann.pl/Produkt/Serum/Neutrogena-Bright-Boost-rozswietlajace-serum-30-ml,370546,9225","62,99 zł","46,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
135,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Neutrogena-Bright-Boost-ochronny-zel-SPF-30-50-ml,370547,9223","62,99 zł","46,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
136,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Neutrogena-Bright-Boost-zel-krem-rozswietlajacy-50-ml,370548,9223","62,99 zł","46,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
137,"https://www.rossmann.pl/Produkt/Serum/Neutrogena-Hydro-Boost-nawadniajacy-booster-serum-do-twarzy-30-ml,284458,9225","56,99 zł","42,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,5.0,(33 Opinie),None
138,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Neutrogena-Hydro-Boost-zel-krem-pod-oczy-przeciw-oznakom-zmeczenia-15-ml,284460,9224","44,99 zł","33,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
139,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Neutrogena-Hydro-Boost-nawadniajacy-zel-cera-normalna-i-mieszana-50-ml,284446,9223","56,99 zł","42,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
140,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Neutrogena-Hydro-Boost-nawadniajacy-krem-maska-na-noc-50-ml,284454,9223","56,99 zł","42,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
141,"https://www.rossmann.pl/Produkt/Serum/Numee-intensywnie-nawilzajace-serum-30-ml,393358,9225","29,99 zł","17,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
142,"https://www.rossmann.pl/Produkt/Serum/Numee-multi-benefit-serum-30-ml,393359,9225","29,99 zł","17,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
143,"https://www.rossmann.pl/Produkt/Serum/Numee-serum-zluszczajace-do-twarzy-30-ml,393360,9225","29,99 zł","17,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
144,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Numee-krem-pod-oczy-15-ml,393361,9224","34,99 zł","25,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
145,"https://www.rossmann.pl/Produkt/Serum/Numee-oczyszczajacy-peeling-30-ml,393362,9225","39,99 zł","29,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
146,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Numee-emulsja-do-twarzy-75-ml,393363,9223","36,99 zł","27,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
147,"https://www.rossmann.pl/Produkt/Serum/Numee-serum-rozjasniajace-30-ml,393364,9225","39,99 zł","29,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
148,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Numee-Pause-krem-wyrownujacy-koloryt-50-ml,393366,9223","49,99 zł","36,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
149,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Soraya-Plante-krem-pod-oczy-naturalnie-wygladzajacy-Chlorella-Olej-Jojoba-Cedr-Japonski-15-ml,317784,9224","21,99 zł","16,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
150,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Soraya-Plante-krem-naturalnie-nawilzajacy-na-dzien-olej-makadamia-alga-wakame-cedr-50-ml,317782,9223","28,99 zł","21,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,4.5,(57 Opinii),kobieta 
151,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Soraya-Plante-krem-naturalnie-nawilzajacy-na-dzien-biala-herbata-aloes-olej-makadamia-50-ml,317785,9223","28,99 zł","21,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
152,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Soraya-Plante-krem-naturalnie-nawilzajacy-na-noc-tara-biala-herbata-aloes-50-ml,317786,9223","28,99 zł","21,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
153,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Soraya-Kombucha-krem-nawilzajacy-na-dzien-cera-normalna-i-sucha-50-ml,366331,9223","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
154,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Soraya-Kombucha-krem-matujacy-na-dzien-cera-tlusta-i-mieszana-75-ml,366330,9223","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
155,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Soraya-Kombucha-krem-wygladzajacy-na-noc-kazdy-typ-skory-75-ml,366329,9223","26,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
156,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Alterra-krem-pod-oczy-15-ml,366860,9224","14,49 zł","10,79 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
157,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Alterra-krem-na-dzien-skora-wrazliwa-50-ml,366550,9223","13,49 zł","9,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
158,"https://www.rossmann.pl/Produkt/Kremy-pod-oczy/Alterra-aloesowe-serum-pod-oczy-15-ml,366539,9224","14,49 zł","10,79 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy pod oczy,None,None,None
159,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Alterra-krem-na-dzien-skora-sucha-i-wrazliwa-aloes-50-ml,366542,9223","13,49 zł","9,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
160,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Alterra-krem-na-noc-skora-sucha-i-wrazliwa-aloes-50-ml,366543,9223","13,49 zł","9,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
161,"https://www.rossmann.pl/Produkt/Serum/Soraya-I-love-serum-serum-rozjasniajace-do-cery-zmeczonej-pozbawionej-blasku-30-ml,390298,9225","17,99 zł","11,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
162,"https://www.rossmann.pl/Produkt/Serum/Soraya-I-love-serum-serum-nawilzajace-do-cery-suchej-i-odwodnionej-30-ml,390296,9225","17,99 zł","11,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
163,"https://www.rossmann.pl/Produkt/Serum/Soraya-I-love-serum-serum-normalizujace-do-cery-tlustej-i-mieszanej-30-ml,390297,9225","17,99 zł","11,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
164,"https://www.rossmann.pl/Produkt/Serum/Soraya-I-love-serum-serum-regenerujace-do-cery-suchej-i-wrazliwej-30-ml,390501,9225","17,99 zł","11,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
165,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Mixa-Przeciw-Niedoskonalosciom-plyn-micelarny-400-ml,218924,8770","28,99 zł","19,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
166,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Mixa-Przeciw-Niedoskonalosciom-zel-delikatnie-oczyszczajacy-skora-wrazliwa-z-tendencja-do-niedosko,218926,8690","23,49 zł","16,49 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
167,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Mixa-Przeciw-Niedoskonalosciom-tonik-do-twarzy-200ml,218925,8692","23,49 zł","16,49 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,4.0,(27 Opinii),None
168,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Mixa-nawilzajacy-krem-przeciw-niedoskonalosciom-na-dzien-i-na-noc-2w1-skora-wrazliwa-50-ml,243206,9223","31,99 zł","22,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
169,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/OnSkin-by-Biotaniqe-lagodny-zel-oczyszczajacy-do-twarzy-150-ml,372138,8690","17,49 zł","12,29 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
170,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/OnSkin-by-Biotaniqe-peeling-enzymatyczny-75-ml,382298,8695","18,49 zł","12,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
171,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/OnSkin-by-Biotaniqe-tonik-oczyszczajacy-150-ml,382296,8692","18,49 zł","12,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
172,"https://www.rossmann.pl/Produkt/Serum/OnSkin-by-Biotaniqe-serum-przeciw-niedoskonalosciom-cera-problematyczna-20-ml,382245,9225","27,49 zł","18,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Serum,None,None,None
173,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/OnSkin-by-Biotaniqe-nawilzajacy-krem-matujacy-na-dzien-i-na-noc-50-ml,382242,9223","22,49 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
174,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/OnSkin-by-Biotaniqe-krem-przeciw-niedoskonalosciom-na-dzien-i-na-noc-50-ml,382243,9223","22,49 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
175,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Selfie-Project-Acne-Skin-zel-do-mycia-twarzy-gleboko-oczyszczajacy-250-ml,379109,8690","18,99 zł","13,29 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
176,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Selfie-Project-Acne-Skin-peeling-enzymatyczny-do-twarzy-75-ml,397260,8695","18,99 zł","13,29 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
177,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Selfie-Project-Acne-Skin-tonik-do-twarzy-regulujacy-150-ml,379113,8692","17,99 zł","12,49 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
178,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Selfie-Project-Acne-Skin-krem-na-dzien-i-na-noc-kojacy-i-regenerujacy-50-ml,379106,9223","21,99 zł","15,49 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
179,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Selfie-Project-zel-do-mycia-twarzy-250-ml,251082,8690","17,99 zł","12,49 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,4.5,(16 Opinii),None
180,"https://www.rossmann.pl/Produkt/Peelingi-do-twarzy/Selfie-Project-aktywny-peeling-myjacy-150-ml,269028,8695","17,99 zł","12,49 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Peelingi do twarzy,None,None,None
181,"https://www.rossmann.pl/Produkt/Plyny-micelarne/Neutrogena-Clear-Soothe-zel-micelarny-kurkuma-200-ml,357980,8770","22,99 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Płyny micelarne,None,None,None
182,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Neutrogena-Clear-Soothe-mgielka-do-twarzy-z-kurkuma-125-ml,357981,8692","22,99 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
183,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Neutrogena-Clear-Soothe-krem-nawilzajacy-z-kurkuma-75-ml,357982,9223","22,99 zł","15,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,None
184,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Barwa-Siarkowa-tonik-siarkowy-pielegnacja-antytradzikowa-200-ml,180432,8692","18,99 zł","13,29 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
185,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Barwa-Siarkowa-siarkowy-krem-matujacy-antytradzikowy-50-ml,120061,9223","19,99 zł","13,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
186,"https://www.rossmann.pl/Produkt/Kremy-do-twarzy/Barwa-Siarkowa-siarkowy-krem-nawilzajacy-50-ml,200860,9223","19,99 zł","13,99 zł",DOSTĘPNY ONLINE,Twarz/Pielęgnacja twarzy/Kremy do twarzy,None,None,kobieta 
187,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Under-Twenty-Anti-Acne-aktywna-pianka-detoksykujaca-cera-mieszana-i-tlusta-z-niedoskonalosciami-,344097,8690","19,99 zł","12,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
188,"https://www.rossmann.pl/Produkt/Toniki-do-twarzy/Under-Twenty-Anti-Acne-oczyszczajacy-tonik-antybakteryjny-200-ml,344089,8692","17,49 zł","10,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Toniki do twarzy,None,None,None
189,"https://www.rossmann.pl/Produkt/Zele-i-pianki-do-twarzy/Under-Twenty-antybakteryjny-zel-lagodzacy-do-mycia-twarzy-cera-wrazliwa-z-niedoskonalosciami-190,331516,8690","17,49 zł","10,99 zł",DOSTĘPNY ONLINE,Twarz/Oczyszczanie i demakijaż/Żele i pianki do twarzy,None,None,None
